shipment_id,ship_date,carrier,origin,destination,expected_delivery,actual_delivery,delay_days,delay_reason,otif,cost_impact_gbp
SHP-2770,16-10-2024,Wincanton,Hamburg,Leeds RDC,19-10-2024,22-10-2024,3.2,Customs Hold,0,1258.3
SHP-2771,16-10-2024,CEVA Logistics,Felixstowe,Doncaster DC,20-10-2024,22-10-2024,2.4,Carrier Delay,0,994.59
SHP-2772,16-10-2024,Wincanton,Rotterdam,Birmingham NDC,17-10-2024,17-10-2024,0,On Time,1,0
SHP-2773,16-10-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,21-10-2024,22-10-2024,1.4,Driver Shortage,0,584.45
SHP-2774,16-10-2024,DHL Supply Chain,Hamburg,Manchester DC,17-10-2024,17-10-2024,0,On Time,1,0
SHP-2775,16-10-2024,CEVA Logistics,Liverpool,Manchester DC,20-10-2024,21-10-2024,1,Vehicle Breakdown,1,120.11
SHP-2776,17-10-2024,Wincanton,Hamburg,Leeds RDC,20-10-2024,20-10-2024,0.9,Weather Disruption,1,370.01
SHP-2777,17-10-2024,DHL Supply Chain,Southampton,Doncaster DC,21-10-2024,22-10-2024,1.4,Weather Disruption,0,641.77
SHP-2778,17-10-2024,DHL Supply Chain,Liverpool,Doncaster DC,22-10-2024,23-10-2024,1.1,Weather Disruption,0,350.04
SHP-2779,17-10-2024,XPO Logistics,Hamburg,Manchester DC,22-10-2024,22-10-2024,0,On Time,1,0
SHP-2780,17-10-2024,XPO Logistics,Southampton,Manchester DC,19-10-2024,19-10-2024,0.7,Customs Hold,1,183.88
SHP-2781,17-10-2024,DHL Supply Chain,Southampton,Leeds RDC,22-10-2024,22-10-2024,0,On Time,1,0
SHP-2782,17-10-2024,Kuehne+Nagel,Southampton,Manchester DC,19-10-2024,20-10-2024,1.3,Documentation Error,0,320.22
SHP-2783,17-10-2024,Wincanton,Liverpool,Leeds RDC,18-10-2024,18-10-2024,0,On Time,1,0
SHP-2784,17-10-2024,CEVA Logistics,Felixstowe,Doncaster DC,20-10-2024,20-10-2024,0,On Time,1,0
SHP-2785,17-10-2024,CEVA Logistics,Rotterdam,Manchester DC,22-10-2024,24-10-2024,2.1,Carrier Delay,0,829.56
SHP-2786,17-10-2024,Kuehne+Nagel,Liverpool,Leeds RDC,20-10-2024,20-10-2024,0.1,On Time,1,23.26
SHP-2787,18-10-2024,CEVA Logistics,Southampton,Birmingham NDC,20-10-2024,22-10-2024,2,Vehicle Breakdown,0,314.21
SHP-2788,18-10-2024,DHL Supply Chain,Felixstowe,Leeds RDC,23-10-2024,23-10-2024,0,On Time,1,0
SHP-2789,18-10-2024,Wincanton,Liverpool,Manchester DC,22-10-2024,22-10-2024,0.1,On Time,1,15.46
SHP-2790,18-10-2024,Wincanton,Rotterdam,Manchester DC,19-10-2024,19-10-2024,0.7,Customs Hold,1,181.76
SHP-2791,18-10-2024,Wincanton,Southampton,Birmingham NDC,20-10-2024,20-10-2024,0,On Time,1,0
SHP-2792,18-10-2024,Kuehne+Nagel,Hamburg,Leeds RDC,20-10-2024,20-10-2024,0.6,Carrier Delay,1,165.59
SHP-2793,18-10-2024,Kuehne+Nagel,Liverpool,Leeds RDC,22-10-2024,23-10-2024,1.3,Customs Hold,0,623.92
SHP-2794,18-10-2024,CEVA Logistics,Southampton,Manchester DC,23-10-2024,23-10-2024,0.2,On Time,1,45.66
SHP-2795,18-10-2024,DHL Supply Chain,Liverpool,Manchester DC,21-10-2024,21-10-2024,0,On Time,1,0
SHP-2796,18-10-2024,DHL Supply Chain,Liverpool,Doncaster DC,21-10-2024,21-10-2024,0,On Time,1,0
SHP-2797,19-10-2024,CEVA Logistics,Felixstowe,Manchester DC,21-10-2024,21-10-2024,0,On Time,1,0
SHP-2798,19-10-2024,CEVA Logistics,Rotterdam,Doncaster DC,23-10-2024,23-10-2024,0,On Time,1,0
SHP-2799,19-10-2024,DHL Supply Chain,Liverpool,Manchester DC,22-10-2024,22-10-2024,0,On Time,1,0
SHP-2800,20-10-2024,Kuehne+Nagel,Southampton,Birmingham NDC,25-10-2024,25-10-2024,0,On Time,1,0
SHP-2801,21-10-2024,DHL Supply Chain,Hamburg,Birmingham NDC,26-10-2024,26-10-2024,0,On Time,1,0
SHP-2802,21-10-2024,Wincanton,Southampton,Leeds RDC,22-10-2024,22-10-2024,0,On Time,1,0
SHP-2803,21-10-2024,Wincanton,Rotterdam,Birmingham NDC,25-10-2024,25-10-2024,0,On Time,1,0
SHP-2804,21-10-2024,Kuehne+Nagel,Hamburg,Doncaster DC,23-10-2024,23-10-2024,0,On Time,1,0
SHP-2805,21-10-2024,CEVA Logistics,Hamburg,Manchester DC,26-10-2024,26-10-2024,0,On Time,1,0
SHP-2806,21-10-2024,XPO Logistics,Southampton,Doncaster DC,26-10-2024,26-10-2024,0.4,On Time,1,129.37
SHP-2807,21-10-2024,DHL Supply Chain,Southampton,Manchester DC,24-10-2024,24-10-2024,0,On Time,1,0
SHP-2808,22-10-2024,DHL Supply Chain,Southampton,Birmingham NDC,23-10-2024,25-10-2024,2.8,Weather Disruption,0,1125.13
SHP-2809,22-10-2024,Wincanton,Hamburg,Birmingham NDC,24-10-2024,24-10-2024,0.8,Carrier Delay,1,304.45
SHP-2810,22-10-2024,DHL Supply Chain,Hamburg,Birmingham NDC,27-10-2024,27-10-2024,0.8,Driver Shortage,1,371.34
SHP-2811,22-10-2024,DHL Supply Chain,Felixstowe,Leeds RDC,23-10-2024,23-10-2024,0.9,Customs Hold,1,292.58
SHP-2812,23-10-2024,CEVA Logistics,Felixstowe,Manchester DC,24-10-2024,26-10-2024,2.2,Port Congestion,0,433.38
SHP-2813,23-10-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,26-10-2024,26-10-2024,0,On Time,1,0
SHP-2814,23-10-2024,CEVA Logistics,Felixstowe,Manchester DC,28-10-2024,28-10-2024,0,On Time,1,0
SHP-2815,23-10-2024,Kuehne+Nagel,Liverpool,Doncaster DC,25-10-2024,26-10-2024,1,Weather Disruption,1,291.03
SHP-2816,23-10-2024,CEVA Logistics,Rotterdam,Birmingham NDC,27-10-2024,27-10-2024,0.1,On Time,1,24.45
SHP-2817,23-10-2024,XPO Logistics,Rotterdam,Birmingham NDC,26-10-2024,26-10-2024,0.9,Vehicle Breakdown,1,360.28
SHP-2818,24-10-2024,CEVA Logistics,Liverpool,Doncaster DC,28-10-2024,28-10-2024,0,On Time,1,0
SHP-2819,24-10-2024,CEVA Logistics,Felixstowe,Doncaster DC,27-10-2024,27-10-2024,0,On Time,1,0
SHP-2820,24-10-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,29-10-2024,29-10-2024,0.4,On Time,1,153.97
SHP-2821,24-10-2024,Wincanton,Hamburg,Doncaster DC,27-10-2024,27-10-2024,0.5,On Time,1,67.34
SHP-2822,24-10-2024,CEVA Logistics,Felixstowe,Birmingham NDC,25-10-2024,25-10-2024,0,On Time,1,0
SHP-2823,24-10-2024,XPO Logistics,Felixstowe,Manchester DC,29-10-2024,29-10-2024,0,On Time,1,0
SHP-2824,24-10-2024,Wincanton,Liverpool,Birmingham NDC,27-10-2024,27-10-2024,0,On Time,1,0
SHP-2825,24-10-2024,CEVA Logistics,Rotterdam,Birmingham NDC,29-10-2024,30-10-2024,1.8,Customs Hold,0,428.08
SHP-2826,25-10-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,30-10-2024,31-10-2024,1.4,Port Congestion,0,506.35
SHP-2827,25-10-2024,Kuehne+Nagel,Southampton,Doncaster DC,30-10-2024,30-10-2024,0,On Time,1,0
SHP-2828,25-10-2024,Wincanton,Rotterdam,Leeds RDC,30-10-2024,31-10-2024,1,Carrier Delay,1,313.02
SHP-2829,25-10-2024,XPO Logistics,Felixstowe,Birmingham NDC,30-10-2024,30-10-2024,0,On Time,1,0
SHP-2830,25-10-2024,XPO Logistics,Liverpool,Doncaster DC,30-10-2024,30-10-2024,0.3,On Time,1,60.98
SHP-2831,25-10-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,30-10-2024,30-10-2024,0,On Time,1,0
SHP-2832,25-10-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,29-10-2024,29-10-2024,0,On Time,1,0
SHP-2833,25-10-2024,CEVA Logistics,Rotterdam,Birmingham NDC,27-10-2024,27-10-2024,0.3,On Time,1,102.22
SHP-2834,26-10-2024,CEVA Logistics,Rotterdam,Manchester DC,29-10-2024,30-10-2024,1.1,Port Congestion,0,387.37
SHP-2835,26-10-2024,CEVA Logistics,Liverpool,Birmingham NDC,28-10-2024,28-10-2024,0.5,On Time,1,165.95
SHP-2836,26-10-2024,DHL Supply Chain,Hamburg,Doncaster DC,27-10-2024,27-10-2024,0.6,Vehicle Breakdown,1,286.69
SHP-2837,27-10-2024,XPO Logistics,Felixstowe,Manchester DC,28-10-2024,28-10-2024,0,On Time,1,0
SHP-2838,28-10-2024,XPO Logistics,Southampton,Manchester DC,02-11-2024,02-11-2024,0.4,On Time,1,127.57
SHP-2839,28-10-2024,DHL Supply Chain,Felixstowe,Birmingham NDC,29-10-2024,29-10-2024,0,On Time,1,0
SHP-2840,28-10-2024,Wincanton,Felixstowe,Manchester DC,30-10-2024,30-10-2024,0.5,On Time,1,163.52
SHP-2841,28-10-2024,XPO Logistics,Southampton,Leeds RDC,30-10-2024,31-10-2024,1.7,Carrier Delay,0,490.19
SHP-2842,28-10-2024,XPO Logistics,Hamburg,Manchester DC,02-11-2024,02-11-2024,0,On Time,1,0
SHP-2843,28-10-2024,CEVA Logistics,Southampton,Birmingham NDC,02-11-2024,02-11-2024,0,On Time,1,0
SHP-2844,28-10-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,02-11-2024,03-11-2024,1.9,Driver Shortage,0,636.16
SHP-2845,28-10-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,29-10-2024,29-10-2024,0,On Time,1,0
SHP-2846,28-10-2024,Wincanton,Felixstowe,Manchester DC,29-10-2024,29-10-2024,0.8,Port Congestion,1,301.89
SHP-2847,28-10-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,30-10-2024,30-10-2024,0,On Time,1,0
SHP-2848,29-10-2024,DHL Supply Chain,Liverpool,Doncaster DC,01-11-2024,03-11-2024,2.5,Vehicle Breakdown,0,857.3
SHP-2849,29-10-2024,Wincanton,Southampton,Doncaster DC,03-11-2024,03-11-2024,0.6,Documentation Error,1,79.06
SHP-2850,29-10-2024,CEVA Logistics,Liverpool,Doncaster DC,03-11-2024,04-11-2024,1.5,Customs Hold,0,391
SHP-2851,29-10-2024,CEVA Logistics,Hamburg,Doncaster DC,31-10-2024,31-10-2024,0,On Time,1,0
SHP-2852,29-10-2024,DHL Supply Chain,Southampton,Doncaster DC,02-11-2024,02-11-2024,0,On Time,1,0
SHP-2853,29-10-2024,Kuehne+Nagel,Southampton,Doncaster DC,01-11-2024,01-11-2024,0,On Time,1,0
SHP-2854,29-10-2024,XPO Logistics,Felixstowe,Leeds RDC,02-11-2024,02-11-2024,0,On Time,1,0
SHP-2855,29-10-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,03-11-2024,03-11-2024,0,On Time,1,0
SHP-2856,30-10-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,31-10-2024,02-11-2024,2,Vehicle Breakdown,0,788.71
SHP-2857,30-10-2024,Kuehne+Nagel,Southampton,Leeds RDC,01-11-2024,01-11-2024,0,On Time,1,0
SHP-2858,30-10-2024,Wincanton,Hamburg,Leeds RDC,01-11-2024,02-11-2024,1.1,Carrier Delay,0,473.57
SHP-2859,30-10-2024,DHL Supply Chain,Southampton,Doncaster DC,31-10-2024,31-10-2024,0,On Time,1,0
SHP-2860,30-10-2024,Kuehne+Nagel,Felixstowe,Manchester DC,01-11-2024,01-11-2024,0,On Time,1,0
SHP-2861,30-10-2024,DHL Supply Chain,Hamburg,Leeds RDC,31-10-2024,04-11-2024,4.3,Driver Shortage,0,834.35
SHP-2862,30-10-2024,Wincanton,Southampton,Leeds RDC,03-11-2024,04-11-2024,1.7,Carrier Delay,0,503.3
SHP-2863,30-10-2024,XPO Logistics,Southampton,Manchester DC,01-11-2024,01-11-2024,0.3,On Time,1,109.51
SHP-2864,30-10-2024,Kuehne+Nagel,Liverpool,Leeds RDC,01-11-2024,01-11-2024,0,On Time,1,0
SHP-2865,31-10-2024,CEVA Logistics,Hamburg,Manchester DC,04-11-2024,04-11-2024,0,On Time,1,0
SHP-2866,31-10-2024,Wincanton,Liverpool,Leeds RDC,05-11-2024,06-11-2024,1.5,Customs Hold,0,500.64
SHP-2867,31-10-2024,Kuehne+Nagel,Southampton,Leeds RDC,02-11-2024,02-11-2024,0.9,Driver Shortage,1,392.7
SHP-2868,31-10-2024,Wincanton,Felixstowe,Doncaster DC,02-11-2024,03-11-2024,1.6,Carrier Delay,0,423.86
SHP-2869,01-11-2024,CEVA Logistics,Liverpool,Doncaster DC,05-11-2024,05-11-2024,0,On Time,1,0
SHP-2870,01-11-2024,CEVA Logistics,Liverpool,Birmingham NDC,06-11-2024,06-11-2024,0,On Time,1,0
SHP-2871,01-11-2024,XPO Logistics,Felixstowe,Manchester DC,05-11-2024,06-11-2024,1.2,Customs Hold,0,342.08
SHP-2872,01-11-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,05-11-2024,05-11-2024,0,On Time,1,0
SHP-2873,01-11-2024,Wincanton,Southampton,Leeds RDC,02-11-2024,02-11-2024,0.7,Carrier Delay,1,332.94
SHP-2874,02-11-2024,Wincanton,Rotterdam,Manchester DC,03-11-2024,03-11-2024,0,On Time,1,0
SHP-2875,02-11-2024,CEVA Logistics,Southampton,Doncaster DC,07-11-2024,09-11-2024,2,Driver Shortage,0,494.85
SHP-2876,02-11-2024,CEVA Logistics,Felixstowe,Leeds RDC,04-11-2024,04-11-2024,0,On Time,1,0
SHP-2877,03-11-2024,Wincanton,Hamburg,Birmingham NDC,07-11-2024,08-11-2024,1.8,Documentation Error,0,703.09
SHP-2878,03-11-2024,DHL Supply Chain,Felixstowe,Leeds RDC,08-11-2024,08-11-2024,0.8,Documentation Error,1,219.16
SHP-2879,03-11-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,04-11-2024,05-11-2024,1.4,Port Congestion,0,204.67
SHP-2880,03-11-2024,XPO Logistics,Liverpool,Birmingham NDC,06-11-2024,06-11-2024,0,On Time,1,0
SHP-2881,04-11-2024,DHL Supply Chain,Hamburg,Doncaster DC,06-11-2024,06-11-2024,0.7,Customs Hold,1,200.28
SHP-2882,04-11-2024,XPO Logistics,Southampton,Doncaster DC,06-11-2024,06-11-2024,0,On Time,1,0
SHP-2883,04-11-2024,Wincanton,Hamburg,Leeds RDC,08-11-2024,08-11-2024,0.2,On Time,1,74.97
SHP-2884,04-11-2024,CEVA Logistics,Hamburg,Manchester DC,05-11-2024,05-11-2024,0.8,Vehicle Breakdown,1,189.78
SHP-2885,04-11-2024,Wincanton,Rotterdam,Manchester DC,08-11-2024,08-11-2024,0.5,On Time,1,226.5
SHP-2886,04-11-2024,CEVA Logistics,Hamburg,Leeds RDC,07-11-2024,07-11-2024,0.1,On Time,1,26.28
SHP-2887,04-11-2024,XPO Logistics,Rotterdam,Birmingham NDC,09-11-2024,10-11-2024,1.4,Port Congestion,0,266.95
SHP-2888,04-11-2024,DHL Supply Chain,Felixstowe,Leeds RDC,06-11-2024,07-11-2024,1.5,Documentation Error,0,603.35
SHP-2889,05-11-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,06-11-2024,06-11-2024,0.4,On Time,1,69.28
SHP-2890,05-11-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,07-11-2024,09-11-2024,2,Driver Shortage,0,782.51
SHP-2891,05-11-2024,Kuehne+Nagel,Southampton,Manchester DC,10-11-2024,12-11-2024,2.1,Carrier Delay,0,439.12
SHP-2892,05-11-2024,DHL Supply Chain,Liverpool,Manchester DC,07-11-2024,07-11-2024,0,On Time,1,0
SHP-2893,05-11-2024,Wincanton,Liverpool,Birmingham NDC,07-11-2024,07-11-2024,0.9,Carrier Delay,1,395.17
SHP-2894,05-11-2024,CEVA Logistics,Hamburg,Doncaster DC,06-11-2024,09-11-2024,3.5,Port Congestion,0,1113.5
SHP-2895,05-11-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,09-11-2024,09-11-2024,0,On Time,1,0
SHP-2896,05-11-2024,DHL Supply Chain,Rotterdam,Manchester DC,10-11-2024,10-11-2024,0.5,On Time,1,231.14
SHP-2897,05-11-2024,XPO Logistics,Southampton,Birmingham NDC,09-11-2024,09-11-2024,0.5,On Time,1,217.43
SHP-2898,05-11-2024,DHL Supply Chain,Felixstowe,Leeds RDC,09-11-2024,09-11-2024,0,On Time,1,0
SHP-2899,05-11-2024,CEVA Logistics,Felixstowe,Doncaster DC,06-11-2024,06-11-2024,0.2,On Time,1,70.63
SHP-2900,06-11-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,08-11-2024,08-11-2024,0,On Time,1,0
SHP-2901,06-11-2024,DHL Supply Chain,Liverpool,Leeds RDC,10-11-2024,11-11-2024,1.5,Vehicle Breakdown,0,309.13
SHP-2902,06-11-2024,CEVA Logistics,Liverpool,Doncaster DC,10-11-2024,10-11-2024,0,On Time,1,0
SHP-2903,06-11-2024,CEVA Logistics,Hamburg,Doncaster DC,08-11-2024,08-11-2024,0.9,Documentation Error,1,189.87
SHP-2904,06-11-2024,Wincanton,Hamburg,Leeds RDC,10-11-2024,10-11-2024,0.4,On Time,1,111.72
SHP-2905,06-11-2024,DHL Supply Chain,Liverpool,Manchester DC,07-11-2024,07-11-2024,0.9,Carrier Delay,1,257.48
SHP-2906,07-11-2024,XPO Logistics,Felixstowe,Manchester DC,08-11-2024,08-11-2024,0,On Time,1,0
SHP-2907,07-11-2024,XPO Logistics,Liverpool,Manchester DC,09-11-2024,09-11-2024,0,On Time,1,0
SHP-2908,07-11-2024,Kuehne+Nagel,Southampton,Leeds RDC,08-11-2024,09-11-2024,1.3,Documentation Error,0,442.66
SHP-2909,07-11-2024,XPO Logistics,Rotterdam,Birmingham NDC,08-11-2024,08-11-2024,0.1,On Time,1,39.96
SHP-2910,08-11-2024,CEVA Logistics,Southampton,Leeds RDC,13-11-2024,15-11-2024,2.3,Driver Shortage,0,316.56
SHP-2911,08-11-2024,Kuehne+Nagel,Liverpool,Leeds RDC,12-11-2024,14-11-2024,2.4,Carrier Delay,0,316.5
SHP-2912,08-11-2024,CEVA Logistics,Hamburg,Doncaster DC,11-11-2024,11-11-2024,0,On Time,1,0
SHP-2913,08-11-2024,DHL Supply Chain,Felixstowe,Leeds RDC,13-11-2024,13-11-2024,0.8,Weather Disruption,1,238.96
SHP-2914,08-11-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,13-11-2024,14-11-2024,1.1,Customs Hold,0,460.29
SHP-2915,08-11-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,10-11-2024,10-11-2024,0,On Time,1,0
SHP-2916,08-11-2024,Kuehne+Nagel,Felixstowe,Manchester DC,10-11-2024,11-11-2024,1.6,Vehicle Breakdown,0,719.06
SHP-2917,08-11-2024,CEVA Logistics,Felixstowe,Manchester DC,11-11-2024,11-11-2024,0.5,On Time,1,219.71
SHP-2918,08-11-2024,DHL Supply Chain,Liverpool,Birmingham NDC,11-11-2024,11-11-2024,0.8,Vehicle Breakdown,1,102.32
SHP-2919,08-11-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,10-11-2024,11-11-2024,1,Port Congestion,1,269.37
SHP-2920,08-11-2024,Wincanton,Felixstowe,Leeds RDC,10-11-2024,13-11-2024,3.6,Port Congestion,0,1245.06
SHP-2921,09-11-2024,Kuehne+Nagel,Hamburg,Leeds RDC,11-11-2024,12-11-2024,1.3,Customs Hold,0,623.34
SHP-2922,09-11-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,12-11-2024,12-11-2024,0,On Time,1,0
SHP-2923,09-11-2024,DHL Supply Chain,Southampton,Doncaster DC,13-11-2024,13-11-2024,0,On Time,1,0
SHP-2924,09-11-2024,XPO Logistics,Liverpool,Leeds RDC,14-11-2024,14-11-2024,0,On Time,1,0
SHP-2925,10-11-2024,Kuehne+Nagel,Liverpool,Doncaster DC,14-11-2024,16-11-2024,2.2,Vehicle Breakdown,0,396.64
SHP-2926,10-11-2024,DHL Supply Chain,Hamburg,Manchester DC,13-11-2024,13-11-2024,0,On Time,1,0
SHP-2927,11-11-2024,CEVA Logistics,Felixstowe,Leeds RDC,16-11-2024,16-11-2024,0,On Time,1,0
SHP-2928,11-11-2024,DHL Supply Chain,Southampton,Leeds RDC,15-11-2024,16-11-2024,1,Port Congestion,1,361.86
SHP-2929,11-11-2024,XPO Logistics,Hamburg,Leeds RDC,13-11-2024,13-11-2024,0,On Time,1,0
SHP-2930,11-11-2024,Wincanton,Liverpool,Birmingham NDC,12-11-2024,12-11-2024,0,On Time,1,0
SHP-2931,12-11-2024,CEVA Logistics,Rotterdam,Birmingham NDC,15-11-2024,15-11-2024,0,On Time,1,0
SHP-2932,12-11-2024,CEVA Logistics,Southampton,Birmingham NDC,13-11-2024,13-11-2024,0.2,On Time,1,49.7
SHP-2933,12-11-2024,DHL Supply Chain,Liverpool,Manchester DC,17-11-2024,17-11-2024,0,On Time,1,0
SHP-2934,12-11-2024,XPO Logistics,Felixstowe,Manchester DC,15-11-2024,16-11-2024,1.8,Customs Hold,0,550.39
SHP-2935,12-11-2024,XPO Logistics,Felixstowe,Birmingham NDC,13-11-2024,13-11-2024,0,On Time,1,0
SHP-2936,12-11-2024,XPO Logistics,Felixstowe,Birmingham NDC,13-11-2024,13-11-2024,0,On Time,1,0
SHP-2937,13-11-2024,DHL Supply Chain,Southampton,Doncaster DC,18-11-2024,18-11-2024,0.8,Port Congestion,1,339.08
SHP-2938,13-11-2024,CEVA Logistics,Rotterdam,Birmingham NDC,18-11-2024,21-11-2024,3.3,Carrier Delay,0,573.73
SHP-2939,13-11-2024,XPO Logistics,Liverpool,Manchester DC,14-11-2024,16-11-2024,2.4,Customs Hold,0,876.21
SHP-2940,13-11-2024,DHL Supply Chain,Liverpool,Doncaster DC,14-11-2024,14-11-2024,0,On Time,1,0
SHP-2941,14-11-2024,Kuehne+Nagel,Southampton,Leeds RDC,19-11-2024,19-11-2024,0.5,On Time,1,128.43
SHP-2942,14-11-2024,CEVA Logistics,Felixstowe,Doncaster DC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2943,14-11-2024,CEVA Logistics,Felixstowe,Leeds RDC,15-11-2024,15-11-2024,0.4,On Time,1,139.94
SHP-2944,14-11-2024,XPO Logistics,Liverpool,Birmingham NDC,16-11-2024,16-11-2024,0.1,On Time,1,33.65
SHP-2945,14-11-2024,DHL Supply Chain,Southampton,Manchester DC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2946,14-11-2024,Kuehne+Nagel,Liverpool,Leeds RDC,18-11-2024,18-11-2024,0,On Time,1,0
SHP-2947,14-11-2024,CEVA Logistics,Hamburg,Doncaster DC,17-11-2024,17-11-2024,0,On Time,1,0
SHP-2948,14-11-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,18-11-2024,18-11-2024,0.8,Documentation Error,1,339
SHP-2949,14-11-2024,CEVA Logistics,Hamburg,Manchester DC,16-11-2024,17-11-2024,1.6,Vehicle Breakdown,0,730.53
SHP-2950,15-11-2024,Wincanton,Hamburg,Manchester DC,17-11-2024,18-11-2024,1.5,Weather Disruption,0,471.93
SHP-2951,15-11-2024,DHL Supply Chain,Liverpool,Leeds RDC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2952,15-11-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,16-11-2024,18-11-2024,2.4,Driver Shortage,0,1093.48
SHP-2953,15-11-2024,XPO Logistics,Liverpool,Birmingham NDC,17-11-2024,19-11-2024,2.1,Customs Hold,0,481.21
SHP-2954,15-11-2024,CEVA Logistics,Felixstowe,Manchester DC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2955,15-11-2024,XPO Logistics,Felixstowe,Doncaster DC,19-11-2024,20-11-2024,1.7,Driver Shortage,0,674.82
SHP-2956,15-11-2024,CEVA Logistics,Liverpool,Leeds RDC,16-11-2024,18-11-2024,2,Weather Disruption,0,601.12
SHP-2957,15-11-2024,XPO Logistics,Southampton,Birmingham NDC,16-11-2024,16-11-2024,0,On Time,1,0
SHP-2958,16-11-2024,XPO Logistics,Southampton,Leeds RDC,20-11-2024,20-11-2024,0.3,On Time,1,52.31
SHP-2959,16-11-2024,XPO Logistics,Southampton,Doncaster DC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2960,16-11-2024,Wincanton,Hamburg,Leeds RDC,18-11-2024,18-11-2024,0,On Time,1,0
SHP-2961,17-11-2024,CEVA Logistics,Southampton,Doncaster DC,19-11-2024,19-11-2024,0.3,On Time,1,71.89
SHP-2962,18-11-2024,Wincanton,Rotterdam,Doncaster DC,23-11-2024,23-11-2024,0.1,On Time,1,34.25
SHP-2963,18-11-2024,CEVA Logistics,Southampton,Manchester DC,21-11-2024,22-11-2024,1.3,Port Congestion,0,562.68
SHP-2964,18-11-2024,DHL Supply Chain,Liverpool,Manchester DC,19-11-2024,19-11-2024,0.6,Driver Shortage,1,141.05
SHP-2965,18-11-2024,CEVA Logistics,Liverpool,Doncaster DC,21-11-2024,21-11-2024,0,On Time,1,0
SHP-2966,18-11-2024,XPO Logistics,Southampton,Manchester DC,19-11-2024,19-11-2024,0.2,On Time,1,38.81
SHP-2967,18-11-2024,XPO Logistics,Southampton,Birmingham NDC,20-11-2024,20-11-2024,0,On Time,1,0
SHP-2968,18-11-2024,XPO Logistics,Southampton,Manchester DC,21-11-2024,23-11-2024,2,Driver Shortage,0,906.54
SHP-2969,18-11-2024,DHL Supply Chain,Southampton,Manchester DC,20-11-2024,20-11-2024,0,On Time,1,0
SHP-2970,18-11-2024,XPO Logistics,Hamburg,Doncaster DC,19-11-2024,19-11-2024,0,On Time,1,0
SHP-2971,18-11-2024,DHL Supply Chain,Liverpool,Birmingham NDC,21-11-2024,22-11-2024,1,Weather Disruption,1,250.32
SHP-2972,19-11-2024,Wincanton,Southampton,Manchester DC,23-11-2024,27-11-2024,4,Carrier Delay,0,1540.74
SHP-2973,19-11-2024,XPO Logistics,Liverpool,Manchester DC,23-11-2024,23-11-2024,0,On Time,1,0
SHP-2974,19-11-2024,CEVA Logistics,Felixstowe,Birmingham NDC,20-11-2024,21-11-2024,1.5,Documentation Error,0,428.22
SHP-2975,19-11-2024,DHL Supply Chain,Southampton,Doncaster DC,23-11-2024,23-11-2024,0,On Time,1,0
SHP-2976,19-11-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,23-11-2024,23-11-2024,0.8,Carrier Delay,1,241.59
SHP-2977,19-11-2024,DHL Supply Chain,Rotterdam,Leeds RDC,23-11-2024,23-11-2024,0,On Time,1,0
SHP-2978,20-11-2024,DHL Supply Chain,Liverpool,Doncaster DC,25-11-2024,25-11-2024,0.8,Driver Shortage,1,289.48
SHP-2979,20-11-2024,Wincanton,Liverpool,Birmingham NDC,25-11-2024,25-11-2024,0,On Time,1,0
SHP-2980,20-11-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,25-11-2024,25-11-2024,0,On Time,1,0
SHP-2981,20-11-2024,Kuehne+Nagel,Southampton,Manchester DC,21-11-2024,23-11-2024,2.6,Documentation Error,0,1126.22
SHP-2982,21-11-2024,Wincanton,Southampton,Leeds RDC,26-11-2024,26-11-2024,0.5,On Time,1,96.84
SHP-2983,21-11-2024,CEVA Logistics,Felixstowe,Manchester DC,24-11-2024,24-11-2024,0,On Time,1,0
SHP-2984,21-11-2024,XPO Logistics,Hamburg,Manchester DC,26-11-2024,26-11-2024,0,On Time,1,0
