date,warehouse_id,shift,orders_received,orders_fulfilled,fulfillment_rate,pick_accuracy,units_per_hour,dock_to_stock_hrs,sla_met
14-05-2024,WH-DON-02,Day,347,294,0.8483,0.9947,105.6,4.8,0
14-05-2024,WH-DON-02,Night,286,253,0.8846,0.9713,70.5,2.21,0
14-05-2024,WH-DON-02,Twilight,323,278,0.8615,0.9852,83.2,1.22,0
14-05-2024,WH-LEE-01,Day,299,290,0.9716,0.9882,69.4,1.83,1
14-05-2024,WH-LEE-01,Night,284,266,0.9381,0.9805,90.6,4.5,0
14-05-2024,WH-LEE-01,Twilight,322,306,0.9509,0.9886,109.9,3.13,1
15-05-2024,WH-DON-01,Day,378,354,0.9385,0.993,87.5,3.87,0
15-05-2024,WH-DON-01,Night,432,419,0.9716,0.9798,84.8,1.95,1
15-05-2024,WH-DON-01,Twilight,398,385,0.9683,0.9934,109.7,2.47,1
15-05-2024,WH-DON-02,Day,333,302,0.9089,0.9885,107.6,3.26,0
15-05-2024,WH-DON-02,Night,305,268,0.8817,0.9952,94,3.74,0
15-05-2024,WH-DON-02,Twilight,307,268,0.8748,0.9777,89.2,4.62,0
15-05-2024,WH-LEE-01,Day,316,293,0.9284,0.9795,73.3,4.03,0
15-05-2024,WH-LEE-01,Night,321,304,0.9477,0.9717,82.5,3,0
15-05-2024,WH-LEE-01,Twilight,244,225,0.9262,0.9969,102.4,3.09,0
16-05-2024,WH-DON-01,Day,422,415,0.9841,0.994,112.1,3.64,1
16-05-2024,WH-DON-01,Night,403,371,0.9213,0.9913,81.5,3.77,0
16-05-2024,WH-DON-01,Twilight,417,412,0.9892,0.9902,95.9,1.51,1
16-05-2024,WH-DON-02,Day,309,260,0.8432,0.9856,99,2.32,0
16-05-2024,WH-DON-02,Night,287,247,0.8625,0.9764,73.7,2.35,0
16-05-2024,WH-DON-02,Twilight,297,251,0.8482,0.9752,80.9,1.25,0
16-05-2024,WH-LEE-01,Day,284,263,0.9276,0.9808,83,1.71,0
16-05-2024,WH-LEE-01,Night,284,275,0.9699,0.9789,72.4,1.46,1
16-05-2024,WH-LEE-01,Twilight,289,273,0.9477,0.9746,90.1,3.63,0
17-05-2024,WH-DON-01,Day,402,369,0.919,0.9725,88,1.84,0
17-05-2024,WH-DON-01,Night,386,378,0.9811,0.9906,88.2,2.32,1
17-05-2024,WH-DON-01,Twilight,397,388,0.9795,0.991,99.5,3.12,1
17-05-2024,WH-DON-02,Day,359,304,0.8492,0.9938,111.2,2.89,0
17-05-2024,WH-DON-02,Night,301,267,0.8879,0.9909,81.8,2.03,0
17-05-2024,WH-DON-02,Twilight,319,288,0.9039,0.982,100.9,3.59,0
17-05-2024,WH-LEE-01,Day,368,359,0.977,0.9957,89.3,1.31,1
17-05-2024,WH-LEE-01,Night,282,267,0.9492,0.9758,94.7,3.38,0
17-05-2024,WH-LEE-01,Twilight,314,289,0.9208,0.9739,106.4,4.07,0
18-05-2024,WH-DON-01,Day,400,390,0.9774,0.9859,86.8,2.69,1
18-05-2024,WH-DON-01,Night,458,440,0.9628,0.9863,103.5,2.58,1
18-05-2024,WH-DON-02,Day,280,250,0.8949,0.9832,105,3.16,0
18-05-2024,WH-DON-02,Night,356,315,0.8864,0.9732,101.7,3.27,0
18-05-2024,WH-LEE-01,Day,269,255,0.9493,0.9865,106.6,1.83,0
18-05-2024,WH-LEE-01,Night,313,310,0.9913,0.9729,66.5,4.13,1
20-05-2024,WH-DON-01,Day,423,402,0.952,0.9895,72.3,4.14,1
20-05-2024,WH-DON-01,Night,390,384,0.9854,0.9963,89.1,1.2,1
20-05-2024,WH-DON-01,Twilight,430,410,0.9552,0.9819,95.2,1.9,1
20-05-2024,WH-DON-02,Day,323,278,0.8622,0.987,110.9,2.3,0
20-05-2024,WH-DON-02,Night,340,293,0.8641,0.9735,62.2,4.75,0
20-05-2024,WH-DON-02,Twilight,298,252,0.8489,0.9792,85.4,3.18,0
20-05-2024,WH-LEE-01,Day,354,346,0.9798,0.9811,108.5,4.32,1
20-05-2024,WH-LEE-01,Night,325,302,0.93,0.9907,78.7,2.35,0
20-05-2024,WH-LEE-01,Twilight,288,275,0.9563,0.9895,90.3,1.88,1
21-05-2024,WH-DON-01,Day,439,413,0.9427,0.9969,107.5,1.76,0
21-05-2024,WH-DON-01,Night,464,427,0.9214,0.973,62.6,3.8,0
21-05-2024,WH-DON-01,Twilight,419,398,0.9514,0.9832,114.5,1.5,1
21-05-2024,WH-DON-02,Day,290,259,0.8952,0.9879,88,1.85,0
21-05-2024,WH-DON-02,Night,285,250,0.8786,0.9836,77.1,1.87,0
21-05-2024,WH-DON-02,Twilight,278,238,0.8566,0.985,87.3,3.17,0
21-05-2024,WH-LEE-01,Day,285,268,0.9412,0.9984,94.7,3.74,0
21-05-2024,WH-LEE-01,Night,336,325,0.9687,0.975,93.2,4.74,1
21-05-2024,WH-LEE-01,Twilight,332,329,0.9936,0.9928,89.9,1.48,1
22-05-2024,WH-DON-01,Day,429,407,0.9502,0.9918,113.1,1.48,1
22-05-2024,WH-DON-01,Night,411,396,0.9639,0.9933,75.2,1.39,1
22-05-2024,WH-DON-01,Twilight,391,371,0.9499,0.9854,90.1,3.84,0
22-05-2024,WH-DON-02,Day,353,320,0.9072,0.9934,81.6,1.33,0
22-05-2024,WH-DON-02,Night,354,311,0.8795,0.9727,82.1,1.81,0
22-05-2024,WH-DON-02,Twilight,286,260,0.9093,0.9936,97.3,2.23,0
22-05-2024,WH-LEE-01,Day,340,334,0.9824,0.9788,74.2,2.21,1
22-05-2024,WH-LEE-01,Night,327,321,0.9829,0.9714,66.7,1.83,1
22-05-2024,WH-LEE-01,Twilight,295,279,0.948,0.9936,80.3,3.72,0
23-05-2024,WH-DON-01,Day,410,389,0.9512,0.9934,108.5,2.43,1
23-05-2024,WH-DON-01,Night,434,429,0.9894,0.9753,83.1,4.78,1
23-05-2024,WH-DON-01,Twilight,428,417,0.9755,0.9777,88.7,3.5,1
23-05-2024,WH-DON-02,Day,321,284,0.885,0.9922,73.5,1.8,0
23-05-2024,WH-DON-02,Night,357,307,0.8611,0.9919,94.1,3.12,0
23-05-2024,WH-DON-02,Twilight,275,233,0.8502,0.9954,68.6,4.54,0
23-05-2024,WH-LEE-01,Day,342,324,0.9481,0.99,113.2,3.66,0
23-05-2024,WH-LEE-01,Night,374,360,0.9642,0.9978,80.3,4.5,1
23-05-2024,WH-LEE-01,Twilight,327,321,0.983,0.9804,80.6,1.55,1
24-05-2024,WH-DON-01,Day,403,393,0.9757,0.992,102.5,3.32,1
24-05-2024,WH-DON-01,Night,395,365,0.9266,0.9804,91.4,1.85,0
24-05-2024,WH-DON-01,Twilight,377,369,0.9807,0.9713,72.6,1.57,1
24-05-2024,WH-DON-02,Day,296,253,0.8554,0.9789,77.1,1.29,0
24-05-2024,WH-DON-02,Night,369,331,0.8985,0.9976,89.2,3.75,0
24-05-2024,WH-DON-02,Twilight,348,313,0.9,0.9746,98.9,4.44,0
24-05-2024,WH-LEE-01,Day,238,234,0.9862,0.9905,79.9,2.88,1
24-05-2024,WH-LEE-01,Night,278,275,0.9896,0.9889,101.3,2.19,1
24-05-2024,WH-LEE-01,Twilight,251,244,0.9754,0.9801,75.6,1.47,1
25-05-2024,WH-DON-01,Day,448,437,0.9761,0.9817,83.6,1.42,1
25-05-2024,WH-DON-01,Night,442,418,0.9474,0.9848,101.6,3.4,0
25-05-2024,WH-DON-02,Day,303,264,0.8744,0.975,104.1,1.99,0
25-05-2024,WH-DON-02,Night,268,227,0.8472,0.973,86.3,2.1,0
25-05-2024,WH-LEE-01,Day,258,244,0.9479,0.9961,75,3.51,0
25-05-2024,WH-LEE-01,Night,350,326,0.9326,0.9906,100.6,3.27,0
27-05-2024,WH-DON-01,Day,401,382,0.9538,0.9973,91.1,2.77,1
27-05-2024,WH-DON-01,Night,449,438,0.9768,0.9861,62,4.63,1
27-05-2024,WH-DON-01,Twilight,376,368,0.9795,0.9845,94.7,4.57,1
27-05-2024,WH-DON-02,Day,281,248,0.8843,0.9978,72.3,3.12,0
27-05-2024,WH-DON-02,Night,345,291,0.8456,0.9839,94.7,3.53,0
27-05-2024,WH-DON-02,Twilight,313,267,0.8534,0.9905,110.1,3.47,0
27-05-2024,WH-LEE-01,Day,317,298,0.9405,0.9734,97.7,3.85,0
27-05-2024,WH-LEE-01,Night,322,312,0.9712,0.9876,82.8,1.43,1
27-05-2024,WH-LEE-01,Twilight,325,310,0.9559,0.9796,93.1,4.2,1
28-05-2024,WH-DON-01,Day,325,296,0.9131,0.9726,105,1.35,0
28-05-2024,WH-DON-01,Night,451,414,0.92,0.9936,90.4,2.85,0
28-05-2024,WH-DON-01,Twilight,393,362,0.9227,0.9872,111.5,1.33,0
28-05-2024,WH-DON-02,Day,255,225,0.8858,0.9842,111.1,1.36,0
28-05-2024,WH-DON-02,Night,305,257,0.8435,0.9796,95.8,2.84,0
28-05-2024,WH-DON-02,Twilight,294,259,0.8814,0.9939,73,2.99,0
28-05-2024,WH-LEE-01,Day,316,309,0.9784,0.9829,106.1,4.74,1
28-05-2024,WH-LEE-01,Night,289,279,0.9677,0.9801,103.6,3.27,1
28-05-2024,WH-LEE-01,Twilight,347,339,0.9774,0.9924,95.9,2.41,1
29-05-2024,WH-DON-01,Day,463,426,0.9203,0.975,87.5,3.71,0
29-05-2024,WH-DON-01,Night,389,384,0.9887,0.9721,66.2,4.25,1
29-05-2024,WH-DON-01,Twilight,409,393,0.9621,0.9928,68.7,2.95,1
29-05-2024,WH-DON-02,Day,328,290,0.8856,0.9958,87.6,4.11,0
29-05-2024,WH-DON-02,Night,310,275,0.8885,0.9768,89.2,3.08,0
29-05-2024,WH-DON-02,Twilight,249,209,0.8426,0.976,91.5,4.62,0
29-05-2024,WH-LEE-01,Day,347,334,0.9633,0.9929,84.3,1.22,1
29-05-2024,WH-LEE-01,Night,311,297,0.9551,0.9737,77.4,3.94,1
29-05-2024,WH-LEE-01,Twilight,324,309,0.9559,0.9771,104.2,3.57,1
30-05-2024,WH-DON-01,Day,416,406,0.9777,0.9902,113.5,2.91,1
30-05-2024,WH-DON-01,Night,439,406,0.925,0.9898,63.7,3.52,0
30-05-2024,WH-DON-01,Twilight,412,386,0.9384,0.9935,103.6,1.36,0
30-05-2024,WH-DON-02,Day,341,308,0.9047,0.9759,104.9,2.95,0
30-05-2024,WH-DON-02,Night,357,314,0.8815,0.9801,70.4,3.64,0
30-05-2024,WH-DON-02,Twilight,352,314,0.8945,0.9801,72.6,3.86,0
30-05-2024,WH-LEE-01,Day,329,305,0.9288,0.9842,90.8,4.41,0
30-05-2024,WH-LEE-01,Night,288,265,0.9223,0.997,81.3,2.59,0
30-05-2024,WH-LEE-01,Twilight,341,328,0.9637,0.9983,77.5,1.66,1
31-05-2024,WH-DON-01,Day,456,441,0.9688,0.9727,74.4,4.27,1
31-05-2024,WH-DON-01,Night,402,377,0.9392,0.9958,87.7,4.04,0
31-05-2024,WH-DON-01,Twilight,424,408,0.9642,0.9881,76,4.69,1
31-05-2024,WH-DON-02,Day,317,277,0.8742,0.9989,95.8,4.21,0
31-05-2024,WH-DON-02,Night,299,266,0.8911,0.9916,72.4,2.38,0
31-05-2024,WH-DON-02,Twilight,254,216,0.8504,0.9871,68.2,4.73,0
31-05-2024,WH-LEE-01,Day,279,254,0.9134,0.9842,104.1,1.32,0
31-05-2024,WH-LEE-01,Night,276,269,0.9778,0.994,81.2,2.07,1
31-05-2024,WH-LEE-01,Twilight,303,290,0.9575,0.9713,102.4,4.62,1
01-06-2024,WH-DON-01,Day,436,420,0.965,0.9735,90.5,2.3,1
01-06-2024,WH-DON-01,Night,438,424,0.9698,0.995,93.8,1.29,1
01-06-2024,WH-DON-02,Day,260,255,0.9843,0.9824,105.1,2.53,1
01-06-2024,WH-DON-02,Night,324,307,0.9495,0.9887,98.7,1.45,0
01-06-2024,WH-LEE-01,Day,331,302,0.9128,0.9829,80.7,4.61,0
01-06-2024,WH-LEE-01,Night,293,280,0.9561,0.9932,95.6,1.49,1
03-06-2024,WH-DON-01,Day,455,416,0.9147,0.9975,99.7,4.4,0
03-06-2024,WH-DON-01,Night,386,354,0.9194,0.9812,88.4,2.52,0
03-06-2024,WH-DON-01,Twilight,437,400,0.9157,0.9909,77.6,4.73,0
03-06-2024,WH-DON-02,Day,344,320,0.9303,0.9742,90.5,4.58,0
03-06-2024,WH-DON-02,Night,243,225,0.9278,0.9919,71.5,2.47,0
03-06-2024,WH-DON-02,Twilight,273,254,0.9327,0.99,81,1.43,0
03-06-2024,WH-LEE-01,Day,290,276,0.9548,0.9744,101.4,3.64,1
03-06-2024,WH-LEE-01,Night,338,322,0.9553,0.9792,88.4,4.08,1
03-06-2024,WH-LEE-01,Twilight,361,357,0.99,0.9728,109.9,2.85,1
04-06-2024,WH-DON-01,Day,401,367,0.9168,0.9961,81.6,4.64,0
04-06-2024,WH-DON-01,Night,438,424,0.9693,0.9849,99.3,3.07,1
04-06-2024,WH-DON-01,Twilight,435,419,0.9633,0.9792,113.6,3.15,1
04-06-2024,WH-DON-02,Day,328,310,0.9477,0.9891,81.7,1.43,0
04-06-2024,WH-DON-02,Night,330,324,0.9841,0.9775,102.4,3.52,1
04-06-2024,WH-DON-02,Twilight,286,275,0.9649,0.9801,95.9,3.71,1
04-06-2024,WH-LEE-01,Day,324,318,0.9816,0.9835,82.3,1.68,1
04-06-2024,WH-LEE-01,Night,314,292,0.9321,0.9846,103.4,3.97,0
04-06-2024,WH-LEE-01,Twilight,292,266,0.914,0.9809,89.4,1.8,0
05-06-2024,WH-DON-01,Day,462,431,0.9342,0.9982,107.4,3.69,0
05-06-2024,WH-DON-01,Night,398,384,0.9666,0.9753,72.1,1.35,1
05-06-2024,WH-DON-01,Twilight,413,384,0.9321,0.9762,94.4,1.32,0
05-06-2024,WH-DON-02,Day,324,303,0.9369,0.9806,85.5,3.14,0
05-06-2024,WH-DON-02,Night,323,319,0.9882,0.9823,83.2,1.72,1
05-06-2024,WH-DON-02,Twilight,331,314,0.9489,0.98,68.2,3.86,0
05-06-2024,WH-LEE-01,Day,336,325,0.97,0.9843,81.6,4.6,1
05-06-2024,WH-LEE-01,Night,305,302,0.9934,0.9871,68.2,3.23,1
05-06-2024,WH-LEE-01,Twilight,337,326,0.9686,0.9915,110.3,1.7,1
06-06-2024,WH-DON-01,Day,402,384,0.9568,0.9796,86.9,4.23,1
06-06-2024,WH-DON-01,Night,407,372,0.9147,0.989,86.8,2,0
06-06-2024,WH-DON-01,Twilight,424,419,0.9895,0.9788,69.1,3.14,1
06-06-2024,WH-DON-02,Day,267,244,0.9174,0.9853,77.1,2.34,0
06-06-2024,WH-DON-02,Night,325,312,0.9614,0.9974,100.7,2.5,1
06-06-2024,WH-DON-02,Twilight,345,324,0.9414,0.9814,81.4,2.46,0
06-06-2024,WH-LEE-01,Day,357,354,0.9931,0.9955,72.1,3.82,1
06-06-2024,WH-LEE-01,Night,221,216,0.9783,0.9791,96.3,4.69,1
06-06-2024,WH-LEE-01,Twilight,342,323,0.946,0.9961,74.6,3.31,0
07-06-2024,WH-DON-01,Day,437,415,0.9503,0.9953,114.4,1.44,1
07-06-2024,WH-DON-01,Night,430,426,0.9916,0.9922,65.7,2.67,1
07-06-2024,WH-DON-01,Twilight,446,426,0.9572,0.9909,103.5,1.69,1
07-06-2024,WH-DON-02,Day,294,272,0.9258,0.9817,94,1.35,0
07-06-2024,WH-DON-02,Night,336,314,0.9358,0.9867,81.7,1.3,0
07-06-2024,WH-DON-02,Twilight,259,235,0.9102,0.9784,112.9,4.2,0
07-06-2024,WH-LEE-01,Day,266,262,0.9859,0.9827,91.1,3.68,1
07-06-2024,WH-LEE-01,Night,317,295,0.9308,0.9743,73.7,4.78,0
07-06-2024,WH-LEE-01,Twilight,355,340,0.9594,0.9868,108.8,3.46,1
08-06-2024,WH-DON-01,Day,440,418,0.9505,0.9904,73.6,3.05,1
08-06-2024,WH-DON-01,Night,368,339,0.9238,0.9726,75.6,4.36,0
08-06-2024,WH-DON-02,Day,283,260,0.9215,0.9756,80.8,2.71,0
08-06-2024,WH-DON-02,Night,333,311,0.9346,0.9858,101.9,3.05,0
08-06-2024,WH-LEE-01,Day,295,287,0.9751,0.9761,72.4,3.91,1
08-06-2024,WH-LEE-01,Night,251,246,0.9803,0.9902,74.8,3.67,1
10-06-2024,WH-DON-01,Day,403,390,0.9685,0.9737,95.3,4.16,1
10-06-2024,WH-DON-01,Night,456,429,0.9417,0.9846,76.4,4.48,0
10-06-2024,WH-DON-01,Twilight,422,387,0.9187,0.9753,78.4,1.88,0
10-06-2024,WH-DON-02,Day,343,336,0.9807,0.9857,93,3.18,1
10-06-2024,WH-DON-02,Night,285,277,0.9743,0.9742,81.6,1.48,1
10-06-2024,WH-DON-02,Twilight,338,321,0.9508,0.9797,85,4.14,1
10-06-2024,WH-LEE-01,Day,248,244,0.9856,0.9877,103.9,2.43,1
10-06-2024,WH-LEE-01,Night,308,301,0.9792,0.9772,98.5,1.71,1
10-06-2024,WH-LEE-01,Twilight,302,280,0.9293,0.9745,74.1,1.48,0
11-06-2024,WH-DON-01,Day,400,366,0.9166,0.9927,103.6,1.35,0
11-06-2024,WH-DON-01,Night,371,341,0.9192,0.9932,83.8,1.41,0
11-06-2024,WH-DON-01,Twilight,436,399,0.9156,0.9897,103.5,4.02,0
11-06-2024,WH-DON-02,Day,325,321,0.9882,0.9768,110.4,1.87,1
11-06-2024,WH-DON-02,Night,302,296,0.9819,0.9974,102.5,2.45,1
11-06-2024,WH-DON-02,Twilight,320,295,0.9236,0.985,102.2,2.07,0
11-06-2024,WH-LEE-01,Day,297,284,0.9591,0.9714,78.2,1.89,1
11-06-2024,WH-LEE-01,Night,304,283,0.934,0.9962,84.9,4.7,0
11-06-2024,WH-LEE-01,Twilight,326,310,0.9529,0.9908,85.2,3.32,1
12-06-2024,WH-DON-01,Day,432,409,0.9474,0.9978,76.5,2.48,0
12-06-2024,WH-DON-01,Night,404,375,0.9293,0.9742,104,1.65,0
12-06-2024,WH-DON-01,Twilight,434,399,0.9194,0.9748,103.8,3.74,0
12-06-2024,WH-DON-02,Day,301,282,0.9379,0.9742,81.3,3.36,0
12-06-2024,WH-DON-02,Night,306,286,0.9365,0.9983,80.9,3.19,0
12-06-2024,WH-DON-02,Twilight,295,273,0.926,0.9729,107.5,2.91,0
12-06-2024,WH-LEE-01,Day,367,355,0.9677,0.976,114.9,2.97,1
12-06-2024,WH-LEE-01,Night,335,323,0.966,0.9734,68,2.64,1
12-06-2024,WH-LEE-01,Twilight,329,315,0.9602,0.9738,111.5,4.72,1
13-06-2024,WH-DON-01,Day,494,463,0.9388,0.9877,114.6,1.64,0
13-06-2024,WH-DON-01,Night,452,443,0.9812,0.9913,73.8,3.77,1
13-06-2024,WH-DON-01,Twilight,399,389,0.9771,0.989,86.8,2.91,1
13-06-2024,WH-DON-02,Day,298,286,0.9613,0.9823,90.8,2.2,1
13-06-2024,WH-DON-02,Night,311,289,0.9313,0.9849,88.8,1.68,0
13-06-2024,WH-DON-02,Twilight,295,270,0.9185,0.9725,71.2,3.64,0
13-06-2024,WH-LEE-01,Day,339,328,0.9677,0.9753,97.2,1.55,1
13-06-2024,WH-LEE-01,Night,304,278,0.9165,0.992,94.7,4.05,0
13-06-2024,WH-LEE-01,Twilight,323,307,0.9517,0.9783,84.1,4.29,1
14-06-2024,WH-DON-01,Day,462,441,0.9565,0.9977,69.5,2.75,1
14-06-2024,WH-DON-01,Night,445,416,0.9367,0.9815,81.5,1.32,0
14-06-2024,WH-DON-01,Twilight,404,386,0.9573,0.9951,82.2,3.74,1
14-06-2024,WH-DON-02,Day,293,284,0.9708,0.9846,73.1,3.63,1
14-06-2024,WH-DON-02,Night,310,299,0.9661,0.9902,86.4,2.91,1
14-06-2024,WH-DON-02,Twilight,331,312,0.9433,0.9849,113.6,3.42,0
14-06-2024,WH-LEE-01,Day,281,264,0.94,0.9984,83.1,1.3,0
14-06-2024,WH-LEE-01,Night,364,342,0.9397,0.9918,63,4.41,0
14-06-2024,WH-LEE-01,Twilight,325,305,0.939,0.9737,84.2,2.49,0
15-06-2024,WH-DON-01,Day,393,365,0.931,0.9891,95.8,4.48,0
15-06-2024,WH-DON-01,Night,455,416,0.9156,0.9795,76.3,1.27,0
15-06-2024,WH-DON-02,Day,294,289,0.9834,0.9869,110.4,2.16,1
15-06-2024,WH-DON-02,Night,339,328,0.9692,0.9875,104,2.56,1
15-06-2024,WH-LEE-01,Day,279,273,0.9787,0.9738,99.7,2.41,1
15-06-2024,WH-LEE-01,Night,334,318,0.9527,0.9924,76.4,3.41,1
17-06-2024,WH-DON-01,Day,399,379,0.9522,0.9947,105,4.23,1
17-06-2024,WH-DON-01,Night,444,424,0.9555,0.979,63.9,4.79,1
17-06-2024,WH-DON-01,Twilight,402,391,0.9731,0.9736,107.7,1.54,1
17-06-2024,WH-DON-02,Day,322,302,0.9386,0.9729,105.7,2.91,0
17-06-2024,WH-DON-02,Night,323,311,0.9654,0.9795,96.3,2.76,1
17-06-2024,WH-DON-02,Twilight,361,345,0.9559,0.9766,86.9,3.45,1
17-06-2024,WH-LEE-01,Day,261,241,0.9254,0.9715,101.1,4.31,0
17-06-2024,WH-LEE-01,Night,324,310,0.959,0.977,103,3.87,1
17-06-2024,WH-LEE-01,Twilight,240,229,0.9553,0.9882,104.1,2.76,1
18-06-2024,WH-DON-01,Day,434,415,0.9581,0.9885,92.5,2.51,1
18-06-2024,WH-DON-01,Night,430,416,0.9683,0.9794,80.5,2.35,1
18-06-2024,WH-DON-01,Twilight,433,424,0.9806,0.9728,77.6,2.68,1
18-06-2024,WH-DON-02,Day,329,306,0.9318,0.9878,87.1,1.61,0
18-06-2024,WH-DON-02,Night,271,251,0.9263,0.9779,97.3,2.87,0
18-06-2024,WH-DON-02,Twilight,280,270,0.965,0.972,75.5,1.69,1
18-06-2024,WH-LEE-01,Day,298,277,0.932,0.9935,99,1.83,0
18-06-2024,WH-LEE-01,Night,356,338,0.9513,0.9716,98.6,1.5,1
18-06-2024,WH-LEE-01,Twilight,248,238,0.9611,0.9953,110.3,2.67,1
19-06-2024,WH-DON-01,Day,391,358,0.9177,0.9974,102,1.71,0
19-06-2024,WH-DON-01,Night,453,416,0.9195,0.9916,101.8,3.08,0
19-06-2024,WH-DON-01,Twilight,454,449,0.9892,0.9781,109.6,2.06,1
19-06-2024,WH-DON-02,Day,245,225,0.9204,0.9936,83.5,3.3,0
19-06-2024,WH-DON-02,Night,271,252,0.9301,0.9828,68.1,1.83,0
19-06-2024,WH-DON-02,Twilight,341,338,0.9924,0.9833,80,3.32,1
19-06-2024,WH-LEE-01,Day,280,277,0.9906,0.9799,87.9,3.66,1
19-06-2024,WH-LEE-01,Night,311,308,0.9919,0.9956,102,2.51,1
19-06-2024,WH-LEE-01,Twilight,298,271,0.9118,0.9981,96.5,4.23,0
20-06-2024,WH-DON-01,Day,365,352,0.9663,0.9973,100.5,4.04,1
20-06-2024,WH-DON-01,Night,422,395,0.9363,0.9978,77.4,4.12,0
20-06-2024,WH-DON-01,Twilight,457,420,0.9204,0.9953,108.3,2.6,0
20-06-2024,WH-DON-02,Day,335,332,0.9931,0.9782,72.2,4.16,1
20-06-2024,WH-DON-02,Night,293,272,0.93,0.9769,100,4.5,0
20-06-2024,WH-DON-02,Twilight,268,261,0.9752,0.9824,69.6,4.32,1
20-06-2024,WH-LEE-01,Day,264,258,0.98,0.9973,90.1,2.69,1
20-06-2024,WH-LEE-01,Night,335,329,0.9845,0.994,97.1,3.71,1
20-06-2024,WH-LEE-01,Twilight,269,256,0.953,0.9809,96.3,4.13,1
21-06-2024,WH-DON-01,Day,417,380,0.9123,0.9725,98.2,3.47,0
21-06-2024,WH-DON-01,Night,387,378,0.9772,0.9748,79,3.46,1
21-06-2024,WH-DON-01,Twilight,415,383,0.9234,0.9855,113.6,4.19,0
21-06-2024,WH-DON-02,Day,321,312,0.9749,0.9947,100.2,4.05,1
21-06-2024,WH-DON-02,Night,295,286,0.9725,0.9783,91.3,4.18,1
21-06-2024,WH-DON-02,Twilight,341,333,0.978,0.9766,87.5,1.85,1
21-06-2024,WH-LEE-01,Day,361,355,0.9852,0.9773,112.6,4.52,1
21-06-2024,WH-LEE-01,Night,259,249,0.965,0.9885,100.7,4.71,1
21-06-2024,WH-LEE-01,Twilight,324,299,0.9243,0.9822,88.2,2.14,0
22-06-2024,WH-DON-01,Day,464,425,0.9176,0.9813,112.5,1.62,0
22-06-2024,WH-DON-01,Night,413,408,0.9882,0.9837,90.7,1.63,1
22-06-2024,WH-DON-02,Day,278,269,0.9707,0.9763,108.5,4.02,1
22-06-2024,WH-DON-02,Night,301,277,0.9211,0.995,87.5,4.78,0
22-06-2024,WH-LEE-01,Day,344,321,0.9341,0.99,87.7,2.67,0
22-06-2024,WH-LEE-01,Night,325,302,0.9323,0.9883,100.7,2.53,0
24-06-2024,WH-DON-01,Day,439,425,0.9682,0.9838,68.5,1.68,1
24-06-2024,WH-DON-01,Night,399,386,0.9684,0.991,92.2,3.85,1
24-06-2024,WH-DON-01,Twilight,461,429,0.9318,0.9737,70.8,2.4,0
24-06-2024,WH-DON-02,Day,316,314,0.9947,0.9973,113.5,3.35,1
24-06-2024,WH-DON-02,Night,375,365,0.9736,0.9723,72.7,3.43,1
24-06-2024,WH-DON-02,Twilight,300,282,0.9415,0.9981,94.3,3.29,0
24-06-2024,WH-LEE-01,Day,338,315,0.9321,0.9851,111.7,4.36,0
24-06-2024,WH-LEE-01,Night,327,312,0.9551,0.975,66.9,1.36,1
24-06-2024,WH-LEE-01,Twilight,329,302,0.9209,0.9954,107.2,3.89,0
25-06-2024,WH-DON-01,Day,441,434,0.9845,0.9882,103.8,2.15,1
25-06-2024,WH-DON-01,Night,409,383,0.9366,0.996,75.4,4.78,0
25-06-2024,WH-DON-01,Twilight,421,413,0.9825,0.9894,105.5,1.39,1
25-06-2024,WH-DON-02,Day,292,269,0.9226,0.9774,69.7,2.14,0
25-06-2024,WH-DON-02,Night,301,299,0.9946,0.997,63.6,2.48,1
25-06-2024,WH-DON-02,Twilight,279,270,0.9703,0.9846,91.2,4.25,1
25-06-2024,WH-LEE-01,Day,320,293,0.918,0.9953,76.5,1.81,0
25-06-2024,WH-LEE-01,Night,298,284,0.9532,0.9786,100,3.31,1
25-06-2024,WH-LEE-01,Twilight,240,229,0.9547,0.987,87.6,1.48,1
26-06-2024,WH-DON-01,Day,379,369,0.9753,0.99,109.7,1.29,1
26-06-2024,WH-DON-01,Night,401,378,0.9435,0.9875,102.6,4.21,0
26-06-2024,WH-DON-01,Twilight,378,348,0.9231,0.9733,107,3.57,0
26-06-2024,WH-DON-02,Day,238,228,0.9605,0.9712,113.6,3.56,1
26-06-2024,WH-DON-02,Night,331,327,0.9908,0.9801,93.2,3.84,1
26-06-2024,WH-DON-02,Twilight,347,322,0.928,0.9724,98.3,2.36,0
26-06-2024,WH-LEE-01,Day,299,273,0.9147,0.973,112.7,2.57,0
26-06-2024,WH-LEE-01,Night,294,291,0.992,0.9952,65.7,4.27,1
26-06-2024,WH-LEE-01,Twilight,321,296,0.9238,0.9928,81.4,3.91,0
27-06-2024,WH-DON-01,Day,411,391,0.9517,0.9831,105.9,2.32,1
27-06-2024,WH-DON-01,Night,407,394,0.9682,0.9747,90.3,4.2,1
27-06-2024,WH-DON-01,Twilight,385,379,0.9853,0.9843,94.5,2.72,1
27-06-2024,WH-DON-02,Day,307,299,0.9743,0.9937,96.9,2.76,1
27-06-2024,WH-DON-02,Night,302,283,0.939,0.984,71.5,3.67,0
27-06-2024,WH-DON-02,Twilight,313,288,0.9232,0.9849,97.6,3.09,0
